"","TOWN11CD","TOWN11NM","POPULATION_2011","SIZE_FLAG","RGN11NM","COASTAL","COASTAL DETAILED","TTWA11CD","TTWA11NM","TTWA CLASSIFICATION","JOB DENSITY FLAG","INCOME FLAG","UNIVERSITY FLAG","Level4Qual_residents35-64_2011","KS4_2012-2013_counts","Key Stage 2 attainment_school year 2007 to 2008","Key Stage 4 attainment_school year 2012 to 2013","Level 2 at age 18","Level 3 at age 18","Activity at age 19: full-time higher education","Activity at age 19: sustained further education","Activity at age 19: appprenticeships","Activity at age 19: employment with earnings above £0","Activity at age 19: employment with earnings above £10,000","Activity at age 19: out-of-work","Highest level qualification achieved by age 22: less than level 1","Highest level qualification achieved by age 22: level 1 to level 2","Highest level qualification achieved by age 22: level 3 to level 5","Highest level qualification achieved by age 22: level 6 or above","Highest level qualification achieved b age 22: average score","Education Score"
"960","E35001307","Telford BUASD",142723,"Large Towns","West Midlands","Non-coastal","Large non-coastal town","E30000278","Telford","Majority town and city (Large Towns)","Working","Higher deprivation towns","No university","Low",1803,66.4033701948394,53.910149750416,77.8147531891292,44.2595673876872,"27.73155851358846","20.687742651136993","12.9783693843594","51.358846367165832","25.124792013311147","11.70271769273433","3","30.3","42.4","24.4",3.32723239046034,-2.608572746
"961","E35001308","Ditton BUASD",25982,"Medium Towns","South East","Non-coastal","Large non-coastal town","E30000242","Medway","Majority town and city (Large Towns)","Working","Mid deprivation towns","No university","Low",302,77.5510204081633,68.5430463576159,86.4238410596027,51.9867549668874,"29.80132450331126","14.23841059602649","8.6092715231788084","54.966887417218544","29.80132450331126","7.2847682119205297","*","31.2","40.9","26.6",3.45033112582781,1.184695615
"962","E35001311","Egham BUASD",25996,"Medium Towns","South East","Non-coastal","Large non-coastal town","E30000266","Slough and Heathrow","Majority conurbation","Working","Lower deprivation towns","University","Medium",207,81.981981981982,62.3188405797101,85.5072463768116,51.207729468599,"28.985507246376812","15.942028985507244","8.695652173913043","55.072463768115945","29.468599033816425","4.8309178743961354","*","23.4","51.2","22",3.33816425120773,0.707683043
"963","E35001312","Portsmouth BUASD",238137,"City","South East","Coastal","Cities","E30000254","Portsmouth","Majority town and city (Large Towns)","Working","Cities","University","Medium",2311,64.9279050042409,48.0311553440069,74.7186147186147,38.6147186147186,"22.933794893985286","23.020337516226739","13.630463003028993","51.536131544785803","25.44353093898745","9.2600605798355691","3.9","30.2","47","18.8",3.09736045002164,-4.509175593
"964","E35001313","Wolverhampton BUASD",210319,"Large Towns","West Midlands","Non-coastal","Large non-coastal town","E30000288","Wolverhampton and Walsall","Majority conurbation","Mixed","Higher deprivation towns","University","Low",2422,70.2854845195014,59.0421139554088,82.2460776218002,43.2287365813377,"40.049545829892651","18.497109826589593","10.156895127993394","36.044591246903387","13.790255986787777","12.427745664739884","1.9","26.7","39.799999999999997","31.6",3.62014863748968,-0.921340992
"965","E35001314","Staines BUASD",25736,"Medium Towns","South East","Non-coastal","Large non-coastal town","E30000266","Slough and Heathrow","Majority conurbation","Working","Lower deprivation towns","No university","Medium",204,78.1990521327014,63.2352941176471,87.7450980392157,51.9607843137255,"31.862745098039213","19.117647058823529","14.705882352941178","54.901960784313729","33.333333333333329","*","*","21.5","50.2","26.8",3.52450980392157,0.939761686
"966","E35001315","Torquay BUASD",49094,"Medium Towns","South West","Coastal","Large seaside town","E30000279","Torquay and Paignton","Majority town and city (small)","Working","Higher deprivation towns","No university","Low",463,65.8848614072495,49.6760259179266,76.0259179265659,38.6609071274298,"22.678185745140389","21.382289416846653","11.663066954643629","46.220302375809936","20.518358531317496","9.7192224622030245","*","27.7","55.3","15.1",3.09071274298056,-4.248263303
"967","E35001316","Nottingham BUASD",289301,"City","East Midlands","Non-coastal","Cities","E30000249","Nottingham","Majority conurbation","Working","Cities","University","Low",2824,64.9502231376588,50.1062322946176,74.4688385269122,34.3130311614731,"27.974504249291787","21.95467422096317","10.658640226628895","38.987252124645892","16.501416430594901","15.686968838526912","4.5999999999999996","34.1","39.6","21.8",3.15934844192635,-4.513907919
"968","E35001318","Paignton BUASD",64410,"Medium Towns","South West","Coastal","Large seaside town","E30000279","Torquay and Paignton","Majority town and city (small)","Mixed","Higher deprivation towns","No university","Low",760,70.6040268456376,61.8421052631579,77.6315789473684,41.0526315789474,"28.947368421052634","23.157894736842106","13.289473684210526","49.473684210526315","19.473684210526315","8.1578947368421062","1.4","25.7","49.2","23.7",3.41578947368421,-1.370497847
"969","E35001320","Grimsby BUASD",88243,"Large Towns","Yorkshire and The Humber","Coastal","Large other coastal town","E30000211","Grimsby","Majority town and city (Large Towns)","Working","Higher deprivation towns","No university","Low",1058,64.247311827957,53.2136105860113,76.6540642722117,35.6332703213611,"21.266540642722116","26.65406427221172","12.476370510396976","39.69754253308129","17.67485822306238","19.943289224952739","3.8","30.1","48.6","17.5",3.13799621928166,-4.230230033
"970","E35001321","West Hallam BUASD",6016,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000200","Derby","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",70,87.3239436619718,72.8571428571428,92.8571428571429,55.7142857142857,"35.714285714285715","22.857142857142858","21.428571428571427","60","31.428571428571427","*","*","15.5","49.3","35.200000000000003",3.85714285714286,4.226679705
"971","E35001322","Weston-Super-Mare BUASD",83641,"Large Towns","South West","Coastal","Large seaside town","E30000285","Weston-super-Mare","Majority town and city (Large Towns)","Mixed","Higher deprivation towns","No university","Low",938,68.236582694414,57.0362473347548,85.5923159018143,46.3180362860192,"26.119402985074625","22.81449893390192","11.300639658848615","52.452025586353948","23.880597014925371","9.3816631130063968","2.2999999999999998","21.5","53.3","22.9",3.41684434968017,-1.649922599
"972","E35001323","Beeston (Broxtowe) BUASD",51479,"Medium Towns","East Midlands","Non-coastal","Large non-coastal town","E30000249","Nottingham","Majority conurbation","Mixed","Lower deprivation towns","No university","Medium",458,78.6324786324786,69.2139737991266,83.1877729257642,50.4366812227074,"38.209606986899566","23.362445414847162","14.192139737991265","49.344978165938862","20.087336244541483","6.5502183406113534","*","25.6","40","32.799999999999997",3.67467248908297,1.863838366
"973","E35001324","Warwick BUASD",31345,"Medium Towns","West Midlands","Non-coastal","Large non-coastal town","E30000228","Leamington Spa","Majority town and city (small)","Working","Lower deprivation towns","No university","Medium",262,77.3381294964029,70.9923664122137,86.6412213740458,49.618320610687,"38.167938931297712","21.755725190839694","13.358778625954198","49.618320610687022","25.190839694656486","6.4885496183206106","*","20","47.7","30.8",3.68702290076336,1.848750453
"974","E35001325","Filton BUASD",59495,"Medium Towns","South West","Non-coastal","Large non-coastal town","E30000180","Bristol","Majority town and city (Large Towns)","Working","Lower deprivation towns","University","Medium",643,75.3731343283582,64.0746500777605,81.1819595645412,45.8786936236392,"34.214618973561429","19.906687402799378","12.908242612752721","60.186625194401245","33.125972006220842","5.132192846034215","1.6","29.1","40.6","28.7",3.51010886469673,0.105832143
"975","E35001326","Stafford BUASD",68472,"Medium Towns","West Midlands","Non-coastal","Large non-coastal town","E30000271","Stafford","Majority town and city (small)","Working","Mid deprivation towns","University","Medium",696,77.1978021978022,62.2126436781609,82.0402298850575,46.8390804597701,"35.201149425287355","17.52873563218391","11.063218390804598","49.856321839080458","24.137931034482758","6.1781609195402298","2.2000000000000002","24.8","43.6","29.4",3.52729885057471,0.269932299
"976","E35001327","West Kingsdown BUASD",5484,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000281","Tunbridge Wells","Majority town and city (small)","Mixed","Lower deprivation towns","No university","Low",50,64.1509433962264,62,86,52,"30","*","*","52","24","*","*","32.700000000000003","44.9","*",3.24,-1.622388812
"977","E35001329","Rotherham BUASD",109691,"Large Towns","Yorkshire and The Humber","Non-coastal","Large non-coastal town","E30000261","Sheffield","Majority conurbation","Mixed","Higher deprivation towns","No university","Low",1369,64.378612716763,60.1899196493791,79.6932067202337,41.4901387874361,"30.314097881665447","22.205989773557341","11.395178962746529","44.777209642074503","20.379839298758217","12.344777209642075","3.4","30.5","42.4","23.7",3.29656683710738,-2.558529299
"978","E35001332","Leyland BUASD",38805,"Medium Towns","North West","Non-coastal","Large non-coastal town","E30000255","Preston","Majority town and city (Large Towns)","Working","Higher deprivation towns","No university","Low",484,69.4444444444444,59.504132231405,81.198347107438,51.6528925619835,"34.090909090909086","19.214876033057852","12.190082644628099","49.793388429752063","23.140495867768596","11.15702479338843","2.1","21.1","48.9","28",3.58884297520661,-0.307191378
"979","E35001333","Leeds BUASD",474632,"City","Yorkshire and The Humber","Non-coastal","Cities","E30000229","Leeds","Majority conurbation","Working","Cities","University","Low",4776,68.1518151815181,52.0100502512563,79.6187683284457,41.4118139924592,"30.464824120603012","19.61892797319933","9.3802345058626457","41.164154103852596","18.802345058626464","13.463149078726969","3.2","34.6","38.4","23.9",3.2608877721943,-3.030755738
"980","E35001334","Mansfield BUASD",77551,"Large Towns","East Midlands","Non-coastal","Large non-coastal town","E30000240","Mansfield","Majority town and city (Large Towns)","Working","Higher deprivation towns","No university","Low",892,66.4785553047404,56.5022421524664,76.3452914798206,39.1255605381166,"26.905829596412556","22.421524663677133","12.892376681614351","48.318385650224215","22.197309417040358","13.789237668161435","1.9","36.200000000000003","38.4","23.5",3.26569506726457,-2.974283833
"981","E35001335","Kingston upon Hull BUASD",284321,"City","Yorkshire and The Humber","Coastal","Cities","E30000220","Hull","Majority town and city (Large Towns)","Working","Cities","University","Low",3012,68.4335914234663,51.5604249667995,80.8100929614874,35.3253652058433,"24.236387782204517","27.257636122177953","16.633466135458168","43.82470119521912","21.779548472775563","14.741035856573706","1.5","32.9","46.9","18.7",3.19322709163347,-3.775531531
"982","E35001337","Swadlincote BUASD",45000,"Medium Towns","East Midlands","Non-coastal","Large non-coastal town","E30000183","Burton upon Trent","Majority town and city (Large Towns)","Residential","Higher deprivation towns","No university","Low",539,74.7272727272727,47.3098330241187,76.808905380334,36.9202226345083,"22.263450834879407","22.077922077922079","14.656771799628942","53.80333951762524","29.870129870129869","10.946196660482375","3.3","34.1","42.2","20.399999999999999",3.12244897959184,-3.510452167
"983","E35001340","Northwich BUASD",45471,"Medium Towns","North West","Non-coastal","Large non-coastal town","E30000197","Crewe","Majority town and city (small)","Working","Mid deprivation towns","No university","Medium",533,77.1266540642722,66.2288930581613,79.7373358348968,58.1613508442777,"33.771106941838646","21.388367729831145","12.757973733583489","44.652908067542214","21.763602251407129","8.6303939962476548","2.6","19.7","48.6","29.1",3.5891181988743,1.845068827
"984","E35001341","Iver Heath BUASD",8065,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000266","Slough and Heathrow","Majority conurbation","Working","Lower deprivation towns","No university","Medium",90,62.7906976744186,64.4444444444444,80,43.3333333333333,"33.333333333333329","20","14.444444444444443","43.333333333333336","26.666666666666668","*","*","25.3","44","27.5",3.42222222222222,-1.80935831
"985","E35001345","Rainford BUASD",5831,"Small Towns","North West","Non-coastal","Smaller non-coastal town","E30000284","Warrington and Wigan","Majority conurbation","Residential","Lower deprivation towns","No university","Medium",66,83.6065573770492,68.1818181818182,83.3333333333333,59.0909090909091,"37.878787878787875","18.181818181818183","*","48.484848484848484","15.151515151515152","*","*","25.4","35.799999999999997","37.299999999999997",3.8030303030303,3.478766662
"986","E35001346","Stroud BUASD",32670,"Medium Towns","South West","Non-coastal","Large non-coastal town","E30000209","Gloucester","Majority town and city (Large Towns)","Working","Mid deprivation towns","No university","Medium",344,80.8022922636103,69.4767441860465,83.1395348837209,51.453488372093,"36.337209302325576","14.825581395348838","12.209302325581394","51.453488372093027","21.220930232558139","9.8837209302325579","*","28.7","40.6","29.2",3.54941860465116,1.887360609
"987","E35001347","Lancaster BUASD",48085,"Medium Towns","North West","Non-coastal","Large non-coastal town","E30000076","Lancaster and Morecambe","Majority town and city (small)","Working","Higher deprivation towns","No university","Medium",494,70.8086785009862,63.7651821862348,87.2210953346856,46.4503042596349,"34.412955465587039","18.825910931174089","13.157894736842104","43.522267206477736","17.611336032388664","12.145748987854251","2.6","31.4","38.700000000000003","27.3",3.4251012145749,-0.646814835
"988","E35001348","Harlow BUASD",82059,"Large Towns","East of England","Non-coastal","Large non-coastal town","E30000186","Cambridge","Majority town and city (Large Towns)","Working","Higher deprivation towns","No university","Low",963,66.5650406504065,52.7518172377985,78.920041536864,45.8982346832814,"26.998961578400831","13.084112149532709","7.6843198338525447","54.517133956386289","28.660436137071649","5.9190031152647977","3.4","27","47.8","21.9",3.2668743509865,-2.725442527
"989","E35001349","Wokingham BUASD",42728,"Medium Towns","South East","Non-coastal","Large non-coastal town","E30000256","Reading","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","High",438,82.5287356321839,74.8858447488584,89.4977168949772,67.8082191780822,"52.51141552511416","12.557077625570775","7.5342465753424657","46.575342465753423","21.00456621004566","2.7397260273972601","*","14.9","37.6","45.9",4.18264840182648,5.85280724
"990","E35001350","Kidsgrove BUASD",26293,"Medium Towns","West Midlands","Non-coastal","Large non-coastal town","E30000273","Stoke-on-Trent","Majority town and city (Large Towns)","Residential","Mid deprivation towns","No university","Low",313,73.7864077669903,51.7571884984025,79.5527156549521,39.9361022364217,"22.364217252396166","24.281150159744406","16.613418530351439","56.230031948881788","27.476038338658149","11.501597444089457","*","35.6","42.2","20.6",3.185303514377,-2.735907801
"991","E35001351","Littleborough BUASD",12370,"Small Towns","North West","Non-coastal","Smaller non-coastal town","E30000239","Manchester","Majority conurbation","Residential","Lower deprivation towns","No university","Medium",147,88.3116883116883,77.5510204081633,92.5170068027211,63.265306122449,"44.217687074829932","27.89115646258503","17.687074829931973","43.537414965986393","20.408163265306122","*","*","12.8","53.4","33.799999999999997",3.89115646258503,5.578225985
"992","E35001352","Camberley BUASD",38038,"Medium Towns","South East","Non-coastal","Large non-coastal town","E30000212","Guildford and Aldershot","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","Medium",378,79.2682926829268,65.0793650793651,84.3915343915344,53.1746031746032,"38.359788359788361","14.550264550264549","8.2010582010582009","53.439153439153444","27.24867724867725","4.4973544973544968","*","24.7","42.8","30.6",3.60846560846561,1.590340639
"993","E35001353","Slough BUASD",155298,"Large Towns","South East","Non-coastal","Large non-coastal town","E30000266","Slough and Heathrow","Majority conurbation","Working","Higher deprivation towns","No university","Medium",1864,69.3809258226436,64.7532188841202,87.1244635193133,53.9699570815451,"45.332618025751067","13.894849785407725","7.1888412017167376","40.772532188841204","19.15236051502146","4.2381974248927046","1.6","18.5","44.6","35.4",3.82349785407725,1.065438284
"994","E35001354","Tynemouth BUASD",67519,"Medium Towns","North East","Coastal","Large other coastal town","E30000245","Newcastle","Majority conurbation","Working","Higher deprivation towns","No university","Medium",692,77.01317715959,64.8843930635838,84.6599131693198,41.8234442836469,"28.179190751445088","27.890173410404621","16.184971098265898","43.930635838150287","20.23121387283237","12.283236994219653","1.4","29.5","46.7","22.3",3.35260115606936,-0.422807617
"995","E35001356","Alfreton BUASD",22763,"Medium Towns","East Midlands","Non-coastal","Large non-coastal town","E30000240","Mansfield","Majority town and city (Large Towns)","Working","Higher deprivation towns","No university","Low",270,66.3082437275986,55.9259259259259,75.1851851851852,36.2962962962963,"22.222222222222221","20.74074074074074","15.555555555555555","51.851851851851848","29.259259259259256","11.481481481481481","*","39","39.4","18.600000000000001",3.04814814814815,-3.910234467
"996","E35001357","Colchester BUASD",119441,"Large Towns","East of England","Non-coastal","Large non-coastal town","E30000193","Colchester","Majority town and city (Large Towns)","Working","Mid deprivation towns","University","Medium",1252,72.4110032362459,63.0990415335463,78.7539936102236,48.0830670926518,"29.952076677316292","16.853035143769969","8.2268370607028753","50.95846645367412","24.840255591054312","7.9073482428115014","2.2999999999999998","26.2","44.8","26.7",3.43610223642173,-0.347520473
"997","E35001358","Derby BUASD",255394,"City","East Midlands","Non-coastal","Cities","E30000200","Derby","Majority town and city (Large Towns)","Working","Cities","University","Medium",2889,70.0545702592087,55.797853928695,80.9903047091413,41.5858725761773,"30.979577708549673","21.35687088958117","14.39944617514711","48.667358947732779","25.025960539979231","7.1304949809622711","2.5","32.200000000000003","39.6","25.8",3.37244721356871,-2.106119887
"998","E35001359","Wimborne Minster BUASD",15174,"Small Towns","South West","Non-coastal","Smaller non-coastal town","E30000110","Poole","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","Medium",155,83.5526315789474,63.2258064516129,90.3225806451613,60.6451612903226,"38.70967741935484","20.64516129032258","10.967741935483872","48.387096774193552","25.161290322580644","*","*","22.7","46.1","29.2",3.58709677419355,2.520143131
"999","E35001360","Kingsnorth (Ashford) BUASD",6563,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000160","Ashford","Majority town and city (small)","Residential","Lower deprivation towns","No university","Medium",98,81.6326530612245,68.3673469387755,81.6326530612245,41.8367346938776,"35.714285714285715","10.204081632653061","*","51.020408163265309","31.632653061224492","*","*","38","30","30",3.37755102040816,0.535576067
"1000","E35001361","Ryde BUASD",23999,"Medium Towns","South East","Coastal","Large seaside town","E30000070","Isle of Wight","Majority town and city (small)","Residential","Higher deprivation towns","No university","Low",259,58.4615384615385,47.8764478764479,71.042471042471,29.3436293436293,"25.096525096525095","19.691119691119692","10.424710424710424","43.62934362934363","18.146718146718147","11.583011583011583","7.7","35.6","39.5","17.2",2.88030888030888,-6.719105219
"1001","E35001362","Cramlington BUASD",27683,"Medium Towns","North East","Non-coastal","Large non-coastal town","E30000245","Newcastle","Majority conurbation","Working","Mid deprivation towns","No university","Low",307,80.5732484076433,56.0260586319218,85.0162866449512,43.9739413680782,"29.31596091205212","30.618892508143325","19.54397394136808","53.745928338762219","27.361563517915311","12.37785016286645","3.6","27.7","44.3","24.4",3.39413680781759,-0.572707818
"1002","E35001363","Grantham BUASD",41998,"Medium Towns","East Midlands","Non-coastal","Large non-coastal town","E30000054","Grantham","Majority town and city (small)","Working","Higher deprivation towns","No university","Low",523,69.1570881226054,59.6558317399618,84.5124282982792,49.3307839388145,"30.592734225621417","21.223709369024856","12.619502868068832","47.227533460803059","21.223709369024856","9.1778202676864247","*","27.4","43","27.8",3.51816443594646,-0.730646543
"1003","E35001365","Wombwell BUASD",23355,"Medium Towns","Yorkshire and The Humber","Non-coastal","Large non-coastal town","E30000004","Barnsley","Majority conurbation","Residential","Higher deprivation towns","No university","Low",291,76.9491525423729,49.1408934707904,79.3814432989691,37.4570446735395,"25.773195876288657","27.147766323024054","17.182130584192439","46.048109965635739","21.993127147766323","10.652920962199312","*","29","50.3","19",3.23024054982818,-2.719940087
"1004","E35001366","Chester-le-Street BUASD",37164,"Medium Towns","North East","Non-coastal","Large non-coastal town","E30000245","Newcastle","Majority conurbation","Mixed","Higher deprivation towns","No university","Low",445,83.3333333333333,67.1910112359551,87.8651685393259,49.438202247191,"32.584269662921351","29.213483146067414","18.426966292134832","54.382022471910105","24.269662921348313","8.7640449438202239","*","27.7","43.6","26.8",3.50786516853933,1.662574397
"1005","E35001367","Kesgrave BUASD",18975,"Small Towns","East of England","Non-coastal","Smaller non-coastal town","E30000222","Ipswich","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","Medium",226,85.9030837004405,69.4690265486726,91.5929203539823,64.6017699115044,"44.247787610619469","9.2920353982300892","6.1946902654867255","49.557522123893804","27.43362831858407","*","*","22.8","41.5","35.700000000000003",3.86283185840708,4.536116811
"1006","E35001370","Epsom BUASD",31474,"Medium Towns","South East","Non-coastal","Large non-coastal town","E30000234","London","Majority conurbation","Working","Lower deprivation towns","No university","High",274,76.2773722627737,68.6131386861314,86.4963503649635,60.5839416058394,"47.445255474452551","15.693430656934307","9.8540145985401466","44.525547445255476","17.518248175182482","3.6496350364963499","*","16.7","39.9","41.7",4.01459854014599,3.382407391
"1007","E35001373","Minster (Swale) BUASD",18760,"Small Towns","South East","Coastal","Smaller other coastal town","E30000242","Medway","Majority town and city (Large Towns)","Residential","Higher deprivation towns","No university","Low",256,62.0087336244542,51.953125,87.890625,40.234375,"23.4375","20.3125","8.59375","47.265625","23.4375","11.71875","*","33.9","45.1","19.5",3.16796875,-4.122655533
"1008","E35001374","Horsforth BUASD",18895,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000229","Leeds","Majority conurbation","Mixed","Lower deprivation towns","University","Medium",185,88.1720430107527,81.6216216216216,90.8108108108108,65.945945945946,"40.54054054054054","24.324324324324326","16.756756756756758","51.891891891891895","27.027027027027028","*","*","16.100000000000001","47.8","34.9",3.86486486486486,6.131528057
"1009","E35001375","Hoylake BUASD",10909,"Small Towns","North West","Coastal","Smaller seaside town","E30000168","Birkenhead","Majority conurbation","Residential","Lower deprivation towns","No university","High",125,93.6363636363636,84,93.6,70.4,"56.000000000000007","16.8","12","33.6","13.600000000000001","*","*","14.5","36.299999999999997","48.4",4.296,8.608192498
"1010","E35001376","Coventry BUASD",325949,"City","West Midlands","Non-coastal","Cities","E30000195","Coventry","Majority town and city (Large Towns)","Working","Cities","University","Low",3681,69.3108974358974,57.1583808747623,80.9730905137265,43.1910845338407,"35.588155392556367","19.831567508829124","11.274110296115186","44.688943221950552","20.429231187177397","8.8834555827220871","2.2000000000000002","29.2","41.3","27.3",3.45205107307797,-1.69358297
"1011","E35001378","Rayleigh BUASD",95580,"Large Towns","East of England","Non-coastal","Large non-coastal town","E30000268","Southend","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Low",1151,75.9683098591549,64.4656820156386,87.7497827975673,57.6889661164205,"33.449174630755863","18.505647263249347","14.074717636837534","52.736750651607302","30.060816681146829","4.1702867072111207","1.8","20.399999999999999","47.7","30",3.64291920069505,1.641847199
"1012","E35001379","Wigan BUASD",103608,"Large Towns","North West","Non-coastal","Large non-coastal town","E30000284","Warrington and Wigan","Majority conurbation","Working","Higher deprivation towns","No university","Low",1201,74.9193548387097,63.1973355537052,83.5970024979184,49.8751040799334,"33.721898417985017","24.229808492922565","15.154038301415488","49.958368026644465","21.815154038301415","11.5736885928393","1.8","26","42.2","29.9",3.5895087427144,0.54457022
"1013","E35001380","Partington BUASD",7912,"Small Towns","North West","Non-coastal","Smaller non-coastal town","E30000239","Manchester","Majority conurbation","Residential","Higher deprivation towns","No university","Low",114,60.5263157894737,52.6315789473684,81.5789473684211,35.9649122807018,"21.929824561403507","21.929824561403507","15.789473684210526","54.385964912280706","27.192982456140353","8.7719298245614024","*","36.299999999999997","44.2","*",3.10526315789474,-4.786682178
"1014","E35001381","Dudley (North Tyneside) BUASD",5497,"Small Towns","North East","Non-coastal","Smaller non-coastal town","E30000245","Newcastle","Majority conurbation","Residential","Higher deprivation towns","No university","Low",73,54.4303797468354,38.3561643835616,68.4931506849315,26.027397260274,"13.698630136986301","32.87671232876712","19.17808219178082","57.534246575342465","28.767123287671232","*","*","46.6","34.200000000000003","*",2.78082191780822,-8.709049788
"1015","E35001385","Middlesbrough BUASD",174700,"Large Towns","North East","Non-coastal","Large non-coastal town","E30000093","Middlesbrough and Stockton","Majority town and city (Large Towns)","Working","Higher deprivation towns","University","Low",2110,70.7854846118512,53.2227488151659,78.7677725118483,39.3838862559242,"30.568720379146917","23.554502369668246","14.312796208530806","38.199052132701425","15.497630331753554","18.672985781990523","2.8","27.4","43","26.8",3.4260663507109,-2.322986391
"1016","E35001386","Waltham Abbey BUASD",18743,"Small Towns","East of England","Non-coastal","Smaller non-coastal town","E30000234","London","Majority conurbation","Mixed","Higher deprivation towns","No university","Low",208,74.537037037037,62.9807692307692,83.1730769230769,46.6346153846154,"31.25","16.346153846153847","10.576923076923077","56.25","30.76923076923077","6.25","*","23.1","47.6","26.4",3.45673076923077,-0.181586177
"1017","E35001387","Consett BUASD",24828,"Medium Towns","North East","Non-coastal","Large non-coastal town","E30000245","Newcastle","Majority conurbation","Mixed","Higher deprivation towns","No university","Medium",293,70.383275261324,63.1399317406143,87.3720136518771,52.5597269624573,"35.836177474402731","29.692832764505116","18.088737201365188","46.416382252559728","18.430034129692832","9.5563139931740615","*","22.4","45.2","30.6",3.67918088737201,0.495638768
"1018","E35001388","Whitworth BUASD",7500,"Small Towns","North West","Non-coastal","Smaller non-coastal town","E30000239","Manchester","Majority conurbation","Residential","Higher deprivation towns","No university","Low",73,86.6666666666667,56.1643835616438,76.7123287671233,50.6849315068493,"34.246575342465754","32.87671232876712","26.027397260273972","50.684931506849317","19.17808219178082","*","*","24","41.3","33.299999999999997",3.63013698630137,1.415224113
"1019","E35001389","Peterborough BUASD",161707,"Large Towns","East of England","Non-coastal","Large non-coastal town","E30000108","Peterborough","Majority town and city (Large Towns)","Working","Higher deprivation towns","No university","Low",1878,67.8251711427067,54.3130990415335,78.7426744805541,44.1662226957912,"34.078807241746539","15.175718849840255","7.2417465388711397","42.758253461128859","18.956336528221513","9.1054313099041533","3.1","31.1","38.299999999999997","27.4",3.395101171459,-2.221002178
"1020","E35001391","Carlisle BUASD",75306,"Large Towns","North West","Non-coastal","Large non-coastal town","K01000010","Carlisle","Majority town and city (Large Towns)","Working","Higher deprivation towns","University","Low",777,72.5247524752475,45.8172458172458,70.01287001287,33.7194337194337,"24.453024453024451","20.849420849420849","15.83011583011583","50.70785070785071","26.769626769626768","11.583011583011583","3.6","40.200000000000003","34.9","21.3",3.07979407979408,-4.322467679
"1021","E35001392","Royal Leamington Spa BUASD",55733,"Medium Towns","West Midlands","Non-coastal","Large non-coastal town","E30000228","Leamington Spa","Majority town and city (small)","Working","Lower deprivation towns","No university","Medium",403,72.6415094339623,63.7717121588089,82.1339950372208,53.5980148883375,"38.461538461538467","19.106699751861044","10.421836228287841","46.650124069478913","16.377171215880892","5.7071960297766751","*","25.4","40.5","32.1",3.63523573200993,0.79431068
"1022","E35001393","Poulton-le-Fylde BUASD",17430,"Small Towns","North West","Non-coastal","Smaller non-coastal town","E30000171","Blackpool","Majority town and city (Large Towns)","Mixed","Lower deprivation towns","No university","Medium",163,86.5497076023392,69.3251533742331,88.9570552147239,64.4171779141104,"46.012269938650306","22.085889570552148","12.269938650306749","41.104294478527606","17.177914110429448","7.3619631901840492","*","11.2","47.2","40.4",4.09815950920245,5.236373241
"1023","E35001395","Stanley BUASD",20995,"Medium Towns","North East","Non-coastal","Large non-coastal town","E30000245","Newcastle","Majority conurbation","Residential","Higher deprivation towns","No university","Low",268,63.3333333333333,50,74.5318352059925,32.2097378277154,"18.656716417910449","26.119402985074625","16.044776119402986","51.119402985074622","20.522388059701495","14.17910447761194","*","36.700000000000003","45.7","15",3.0410447761194,-5.232152906
"1024","E35001397","Bexhill BUASD",42369,"Medium Towns","South East","Coastal","Large seaside town","E30000061","Hastings","Majority town and city (Large Towns)","Residential","Higher deprivation towns","No university","Low",422,67.0918367346939,57.345971563981,83.4123222748815,48.8151658767773,"31.990521327014214","12.559241706161137","6.8720379146919433","45.734597156398102","20.142180094786731","8.5308056872037916","*","23.2","48.7","26",3.44549763033175,-1.450462853
"1025","E35001398","Plymouth BUASD",234982,"City","South West","Coastal","Cities","E30000253","Plymouth","Majority town and city (Large Towns)","Working","Cities","University","Low",2446,71.9415943172849,57.6042518397384,83.1423895253682,39.4844517184943,"26.778413736713002","29.92641046606705","19.542109566639411","46.279640228945219","21.790678659035159","11.447260834014719","2","31.9","44","22.1",3.28454619787408,-2.138374166
"1026","E35001399","Leicester BUASD",443760,"City","East Midlands","Non-coastal","Cities","E30000230","Leicester","Majority town and city (Large Towns)","Working","Cities","University","Low",5239,67.8537239134597,56.7283832792518,78.6750668193967,43.5662466590302,"39.129604886428709","18.553158999809124","9.2384042756251183","38.117961443023482","15.709104790990647","8.6466882992937588","3.1","25.6","40.700000000000003","30.6",3.55105936247375,-1.598266913
